Jokes,Offensive,Explicit
إختفت زوجته فذهب وبلغ الشرطه فقالوا له: عليك أن تتوقع الأسوء. فقال: يعني يمكن ترجع,1,no
قال لها: أحترمك جداً لأنك مُحجبة. فنزعت حجابها وقالت: لا أريد إحتراماً مبنياً على قطعة قماش فحجاب المرأة عقلها واخلاقها… فقال لها: احترمك جداً لأنك ترتدين ملابس,1,no
ضابط التحقيق يقول للزوج انت شفت بعينك الحرامي وهو يخنق زوجتك بالحبل لحد ما ماتت؟ ايه نعم طال عمرك هذا إللي حصل وشفته بعيوني. الضابط: ويوم انك شايفه بعيونك ليش ماتدخلت؟ قال: طال عمرك كنت ناوي أتدخل بس لقيته يقدر عليها بروحه قلت ماله داعي اتدخل,1,yes
الطبيب النفسي يقول: عندما يحين موعد النوم ضع جميع المشاكل خارج المنزل و نام بهدوء رد عليه واحد: بس يا دكتور معقول اخلي زوجتي تنام بالشارع,1,no
شب رفضت الشركة توظيفه لأنه اعزب فقال انتو ليش ما بتوظفوا غير المتزوجين؟ جاوبوه: اولاً لأنهم يكونوا متعودين على البهدلة ثانيا: لأنهم ما يحبوا يرجعوا ع البيت بكير,1,no
وحدة تقول لزوجها لو انت كسبت مليون دولار وبنفس اليوم خطفوني وطلبو فدية مليون دولار وش بتسوي؟ قال: معقوله يضرب معي الحظ مرتين,1,no
رجل قال لـ زوجته لو خيروك بين العقل والفلوس وش تختاري؟ قالت: الفلوس قال: انا اختار العقل قالت: كل واحد يختار اللي ناقصه.,1,no
واحد دخل صيدلية قله عندك شريط بنادول؟ قله أه قله شغله خلينا نسمعه,0,no
مره واحد جالس مع صاحبته. سألها انتي اي برج؟ قالتله انا برج العذراء. قلها شو رأيك تتطلعي معي و اسويه الحمل,1,no
اليوم قرأت برجي. قال: تنتظرك أيام رخا وانا بقول يارب ما يكون في خربطة بالحروف,1,no
سألوا خبير بتحب الستات ولا السبعات؟ قالهم الستات لما تعمل سبعات!,1,no
محشش راح يخطب قال لابو البنت بدي ايد بنتكك قاله ابو البنت الصغيره ولا الكبيره قاله المحشش ليش عندها ايد اطول من الثانيه,0,no
كلب شوارع مر من جنب قسم شرطة شاف كلب بوليسي قال: آخ لو كملت تعليمي,0,no
محشش يكره مدرس الرسم. قاله المدرس: ارسم حمار قال المحشش: طيب لا تتحرك.,1,no
محشش سألوه وش فايدة الخمر؟ قال: يقوي النظر قالوا: كيف يقوي النظر! قال: تشوف الواحد إثنين,1,yes
مرة وحدة اسمها نسرين اندعست راح كل نسر بجهة.,0,no
مرة بياع خضرة حضر فيلم رعب مات من الخوخ.,0,no
وحدة اسمها لورا بس كبرت صارت لقدام.,0,no
واحد ما يعرف يسبح رموه اصدقاه في البحر لكنه لم يغرق. ليش؟ لانه لوح,0,no
واحد نفسه مسدودة ذهب للسمكري,0,no
مسطل شاف اشارة ممنوع الوقوف انبطح,0,no
في محشش وقفه العسكري في إشارة المرور وقاله ليش مو رابط الحزام؟ قال: لأني أصلاً مو لابس بنطلون.,0,no
فيه واحد يمشي وينقط مويه ليه؟ اسمه حنفي,0,no
ما هو الفرق بين الكمبيوتر والحفرة؟ الكمبيوتر حاسب آلي والحفرة حاسب تقع,0,no
في واحد انكسر حوضه ركبوله مغسلة,0,no
واحد طايحه كل سنونه ألا الأنياب قدم على وظيفه عينوه خرامه,0,no
شلة دخلت على المطعم تزغرد ليش؟ عشان بدهم يطلبوا عرايس,0,no
واحد باله طويل أرسله للخياط يقصره,0,no
فيه سياره مهي راضيه تشتغل ليش؟ تبي تكمل دراستها,0,no
مرة واحد كان محكوم عليه 20 سنة سجن طلع بعد عشرة ليش؟ اخذ صيفي,0,no
مره واحد اسمه زعتر تزوج وحده اسمها زيت خلفوا بنت سموها منقوشة,0,no
جرادة معها عمى الوان أكلت الأحمر واليابس,0,no
سيارة إسعاف رايحه المخبز ليش؟ لأنه في خبزه انحرقت,0,no
واحد تبرع بالدم صار دمه خفيف,0,no
فيه واحد دخل قاعة الامتحان ومعه ملعقه ليه علشان يقلب بها أفكاره,0,no
عجوز راحت للمقبرة ليش؟ تبي تشتري قطع غيار,0,no
مرة واحد غبي بتكلم أمام المروحة ليش؟ عشان يتكلم عالهواء مباشرة,0,no
مرّه واحد راح يقابل خطيبته اخذ معاه ملعقه ليش؟ علشان يحرك مشاعرها,0,no
مره واحد بلع سكينه أنجرحت مشاعره,0,no
أغبياء سوو مندي و تعشوا نواشف ليه؟ ضيعوا الحفرة,0,no
واحد ألقى كلمة فلق راس اللي جنبه,0,no
ثعبان نظره ضعيف يوم ما حب واحده. طلعت خرطوم,0,no
واحد ندل فتح مصنع بيبسي كتب على كل علبة: رج جيدا قبل الفتح,0,no
مرة طفل صعيدى شاف ام زنجية بترضع ابنها. فقال لأمه يا بخته فردت: ليه؟ قالها عشان بيرضع شيكولاتة.,1,yes
ولد بيقول لابوه عايز 2 جنيه علشان رايح عند محمدين فقال الاب تاخد جنيه وتروح عند محمد.,0,no
مرة ولد صغير راح لجارته وطلب منها انها توريه لسانها فسالته ليه؟ فقالها عشان ماما بتقول ان لسانك زي العقربة.,1,no
مرة دكتورة أسنان بتخلع جوزها فالمحامى بيقولها نخلعه قالت لا نحشيه,0,no
واحد غبى راح لواحد بياع تيليفزيونات بيسأله عندك تليفزيونات ملونة البياع قال له ايوه راح قايله ادينى واحد أخضر,0,no
واحد عنده بيتين. واحد ساكن فيه والثاني احتياط. تعرفو ليه!!؟ علشان اذا حد قال له يخرب بيتك يروح يسكن في البيت الثاني,0,no
واحدة بتقول لزوجها لو ما كنتش رضيت اتزوجك كانت حياتك بقت فاضيه قالها: ايوه بس محفظتي كانت حتبقي مليانه,1,no
مرة مدرس فيزياء اتخانق مع واحد طلع دينامو,1,no
مرة واحد رفيع استلف فلوس بقا بدين,0,no
مرة كنت رايح مشوار بالعربية مع واحد صاحبي فبقوله جعان راح وكلني مطبين,0,no
مرة كبابجي خلف عيلين سما الاول عمار والتاني ع الفحم,0,no
واحدة صيدلانية اتخانقت مع صاحبها قالتله اتفو عليك تلات مرات في اليوم لمدة أسبوع.,0,no
واحد صعيدي قال لبنته هاتيلنا فيلم جابتله العار راح قتلها,1,yes
سميتوا ابنكم ايه يا جرجس؟ سميناه مينا... ايه ايه واكا واكا ايه ايه,0,no
واحد يزور خويه بمستشفى قله سلامات رد: الله يرحمه,0,no
في مره وحش اكل تونه صار وحشتونا,0,no
عجوز دخلت محل يبيع أعضاء ذكرية صناعية أخذت لفة بالمحل انبسطت ثم سألت البياع: لو سمحت بكم الاحمر اللي فوق؟ قال: ياخالة هذي طفاية حريق!!,1,yes
واحد بليلة دخلتو مرتو عم تقول دخيلك أنا خايفة ومو متعودة أنا لسا بنت ومو مجربة قال خلص رح حط كوندوم قالتلو لا دير بالك أنا بتحسس منو,1,yes
طفل صغير قال لا امه ليش يا ماما انا ماعندي اخوان قالت لانك ماترقد من بدري,1,no
لا تتعلق بأحد، فالناس ليسوا أشجارًا.,0,no
واحد باع ابنو ليش؟ لأنو الضنا غالي,0,no
مره فرشايه اتخانقت مع فرشايه قالتلا استني انا بفرشيكي,0,no
فيه حكم طلق زوجته أعطاها كرت أحمر,0,no
مرة حداد تحمم صدا,0,no
فيه نذل عينوه مدير للجمعيه الخيريه للمعاقين أول يوم حط سباق قفز الحواجز,1,yes
في بقرة دخلت السجن ليش؟ شافوها تأكل حشيش,1,yes
واحد سمع إنه الجزر مفيد للنظر قام جاب جزرة وقعد يطلع عليها,0,no
محشش مسكوه يزور فلوس لقوه مزور فئة 60 ريال,0,no
محشش يصبغ جدار قاله واحد حط تحتك جريده قال: لا عادي اطول,0,no
فراش قال حق مارد المصباح أبي فلوس واجد قاله المارد: تنكت روح جيب شاي,0,no
خبل مشترك في مسابقة أسرع رسمة رسم نقطة وقال: هذا فيل جاي من بعيد,0,no
حرامي نذل دخل على بيت يبي يسرق لقى عجوز بردانه شغل عليها المكيف,0,no
محشش اتصل على مطعم قال عندكم عشاء؟ قالو ايه قال: ليش ماعزمتونا,0,no
في واحد اشترى عطر جورج قرداحي رش منه رشة طلع له سؤال,0,no
كسلان داخل الاختبار وقع منه القلم سلم الورقه,0,no
واحد بخيل مبلط بيته كله رخام ليه؟ عشان إذا وقع القرش يسمعه,0,no
محشش مسكوه الشرطة وقالوا له ليش عيونك حمر؟ قال: شارب فيمتو وانا منسدح,0,no
اتنين مجانين ركبوا موتوسيكل فصاروا يتقاتلوا مين يقعد جنب الشباك,0,no
واحد احول يبي يدهن بيتهم دهن بيت جارهم,0,no
أحول طلع للبر فرش الفرشه وجلس جنبها,0,no
دفتر بتمشى في الشارع ليش؟ فاضي,0,no
واحد قال لأبوه: يبه رخصتي انتهت. قال له أبوه: من كثر دورانك في الشوارع,0,no
طالب غبي حطوه بالصف لحاله جاب الثاني,0,no
في واحد ضاق خلقه لبسه لاخوه الصغير,0,no
فيه فار طموحه في المستقبل يكون ماوس كمبيوتر,0,no
في فريق كره قدم للنمل كان معهم صرصور ليش؟ لاعب اجنبي,0,no
مرة واحد ضرب الرقم القياسى فى الجري الرقم القياسى رفع عليه قضيه,0,no
مرة واحد بيكره نفسه وقع فى حفرة قال: أحسن,0,no
كيس طاير بالهواء ليش؟ هارب من البلدية,0,no
في عجوز عمرها خمس سنوات ليش؟ فاصله عداد المسافات,0,no
محشش ماسك ثلجة يقول: أموت وأعرف من أي خرم تنقط هذي,0,no
في عجوز قاعده تصفر ليش؟ تعدت ال120,0,no
واحد يحب الجوال جاب مولوده سماها شريحه,0,no
محشش مسكته دوريه قالوا له اركب قال: لا والله البيت قريب,0,no
في قسم الولادة وضعت سيدة خمسة اطفال مرة واحدة ولما جاء زوجها مستفسرا قالت له الممرضة لقد رزقت ببنتين وثلاثة اولاد قال الزوج: انا مخطىء لانني تزوجت ابنة تاجر الجملة,0,no
مرة واحدة وحشة بتقول لجوزها عمرك مقلتلى كلمة تهزنى قالها: زلزال,0,no
فيه واحد بخيل يبغون يعذبونه شقوا ريال قدامه.,0,no
في خروف يرتعش ليش؟ عشان قرب عيد الأضحى.,0,no
فيه واحد نام متأخر. فاته الحلم.,0,no
واحد بخيل اشترى آلة حاسبة وحذف الصفر منها حتى لا يتكلم أولاده بها مكالمات دولية.,0,no
الأستاذ: ما الذي يسبب نزول العرق وزيادة ضربات القلب؟ الطالب: أسئلتك يا أستاذ.,0,no
فيه واحد دخل الملعب ومعاه سكين.. ليش؟ عشان يقطع الكوره.,0,no
رجال مباحث المخدرات يطاردون امرأة؟ لماذا؟ لأن اسمها شمة.,1,yes
في غبية فتحت جواز زوجها شافت مكتوب فيه رجل أعمال مسحتها وكتبت رجل فاطمة,0,no
غبي مرآته جابت توأم قتلها ليش؟ قال: الأول أبني والثاني أبن ميين,1,yes
في واحد نايم و فاتح عينه ليش؟ عشان يشوف الحلم.,0,no
عنز شافت تيس يصيح، قال لها: بيذبحوني. قالت: بعيد الشر، رد قال لها: لا بعيد الأضحى.,0,no
عمارة بتسقط ليش؟ لأنها تعبت من الوقوف.,0,no
غبي ضحك على شركة الاتصالات ليش؟ اشترى جوال عائلي وهو عزوبي.,0,no
فيه بيت ماسك مسدسات ليه؟ يعني انه بيت مسلح.,0,no
واحد خرج من الاختبار دايخ ليش؟ معلق البرشام على المروحة.,0,no
عجوز رمت نفسها في البحر ولم تغرق تعرف ليش؟ لأن إسمها بطة.,0,no
في واحد نام وجمبو برميل ماء ليش؟ عشان يغرق في الاحلام.,0,no
في مدرس رياضيات طاح انكسرت له زاوية وضلع.,0,no
قال أحدهم: لماذا تلقي المسامير في المياه؟ قال: لتصبح مياه معدنية,0,no
طبيب عيون لمريضه الغبي: عليك أن تغسل عينيك بإستمرار. المريض الغبي: و أين يباع هذا الأستمرار.,0,no
المدرس للتلميذ: لقد قلت أرسموا وسيله مواصلات و لكنك رسمت قضباناً فأين القطار؟ التلميذ: لقد غادر المحطه.,0,no
واحد اسمر جدا سجل في مدرسة ليلية، كل يوم يسجلوه غايب.,1,no
صعيدي حب يشرب سيجارة حطها بـكوب.,0,no
صعيدي فكر بعمق. غرق.,0,no
واحد احول. ماتت امه. دفن ابوه,0,no
واحد حب ينشر مقال في الجريده. اشترى منشار,0,no
في سوداني زوجته ولدت له ولد ابيض قال: رديه لسا ما استوى,1,no
فيه نحله قاعده تلحق واحد سعودي. ليش؟ لانها قاعده تبحث عن المملكه,0,no
مرة واحد أكل لقمة القاضى. قام القاضى حبسه,0,no
الطفل لامه: اين يوجذ القلب يا اماه؟ الام: لماذا يا بنى؟ قال: لاننى سمعت ابى يقول لجارتنا قلبي بين يديك يا حياتى,1,no
قالت المعلمة للبنت: ما اسمك؟ قالت: موزة سعيد جمعة. المعلمة: ما اسمك بالانجليزي؟ البنت: بنانا هابي فرايدي.,0,no
سأل الرجل زميله ليش ربنا خلق النساء جميلات؟ اجابه: عشان تحبها قال له: ولماذا خلقها غبية؟ رد عليه زميله: لكي تحبك.,1,yes
دجاجة شربت ماي مغلي ليش؟ جان تبيض بيض مسلوق,0,no
في مرة واحد أشترى سيارة وعندما راح ليسجلها قال لهم: بدي تكتبولي على النمرة ابو علي سالوه ليش؟ قالهم: مثل جاري موجود على نمرة سيارته أبوظبي,0,no
لماذا يجلس الغبي فوق المروحة؟ حتى تكون الجلسة على الهواء,0,no
في فطر قاعد ويناقز ومستانس ليش؟ علشان عيد الفطر,0,no
فيه واحد قلبة اسود شربوه كلوركس مبيض,0,no
في واحد وقف على فرع شجره ليش؟ مشان يصير مدير فرع,0,no
المدرسه: ما ادفئ شهر بالسنه؟ التلميذه: شهر العسل,1,no
اثنين صلعان اصتدمو ببعض طلع منهم شرارة.,1,no
قال المعلم للطالب اعرب كلمة بزر قال الطالب: الباء حرف جر وزر معلق على القميص,0,no
اثنين تسلقوا جبل. واحد قدر. وواحد صحن,0,no
الأول: تصور أني ولدت بالمستشفى. الثاني: ولماذا هل كنت مريضاً؟,0,no
الأستاذ: ما جمع لص؟ الطالب: عصابة.,0,no
واحد جالس جنب ملكة جمال العالم قالت له بوسني. قال: لا مغربي,0,no
محشش طلع جوال راح لأخوه قله اكتبلي رساله خطي مو زين,0,no
أثنين أغبياء يتمشون لحالهم تهاوشوا من يمشي في الوسط,0,no
واحد فات على غرفة كلها حشاشين قال: حرام عليكم قالولو: وعليكم الحرام.,0,no
محشش مغرز في البر وقف له واحد يساعده قال له: معاك حبل؟ قال له: عاشت الأسامي,0,no
طلبوا من بخيل أن يتبرع لبناء سور للمقبرة فقال: ليش خايفين يشردون الميتين,0,no
اثنين مجانين دش عليهم الدكتور لقى واحد فيهم متعلق بالسقف ويصرخ: أنا لمبه أنا لمبه قال الدكتور حق الثاني: ما تنزل صاحبك؟ رد عليه: لا والله ونجلس فالظلام,0,no
بدوي حب يجامل ويدلع زوجته قال لها: انتي حمامه قالت: لا أنا غزاله قالها: المهم حيوانه,1,yes
الأستاذ: في أي فصل يسقط المطر؟ التلميذ: في الفصل الذي ليس له سقف يا أستاذ.,0,no
في نكتة في السجن ليش؟ موتت واحد من الضحك.,0,no
واحد قصير أهله ما يخلونه يدخن في البيت؟ يخافون يحرق الفرشة.,1,no
الشحادة لما بتعطس شو بتقول؟ هات شلن,0,no
مدرس العلوم سأل تلميذ: عرف الخفاش، التلميذ: فار لابس عباية.,0,no
نذل يبي يطلع من موقف السيارات شاف واحد بيجي مكانه رجع وركب تكسي.,0,no
نذل حلم إنه طيب، قعد من النوم قال أعوذ بالله وش الكابوس هذا.,0,no
"ليش اخترعوا الثواني؟!
علشان يحطو عليهن العثير",0,no
واحد ضرب الجرس قال له آسف ..,0,no
عجوز عطست جاها شد عضل .,0,no
واحد شامي سأل وحدة شو أسمك ؟ قالت له بدور . قال لها ياحرام مابتدوخي .,0,no
فيه شمس غابت اتصلوا على أبوها .,0,no
فيه هندي شاف الناس يضللون سيارتهم راح وحط كيس زبالة وقعد يصدم الناس.,1,no
محشش صدم 2 الأول مات و الثاني يخانق قال المحشش شف خويّـك مات ما قال شي,1,yes
قزم تضارب مع حرمته زعلت عليه حطت نعاله فوق التلفزيون وطلعت,1,yes
يقول في حرامي معه سكين مسك شايب وعجوز قال انا بااْذبحكم وقال للعجوز ويش اسمش قالت منيرة قال خلاص بخليش مراح اقتلش لان اسم امي منيرة وطالع في الشايب وقال ويش اسمك قال ان سالم بس يدلعوني منيرة.,0,no
غبي اشتغل بالبنك الأمريكي بعد خمس سنوات طلب الجنسية,0,no
حوطي ولدت زوجته بنت الساعه 3 الفجر ذبحها قال ما عندنا بنات تجي آخر الليل.,1,yes
فيه واحد اول مره ياكل علك قال مني نايم الين اخلصه,0,no
عنز غصبها ابوها على خروف ما تبيه اشترطت الزواج بعيد الأضحى,0,no
في واحد بخيل ابو مات بكى بعين واحدة,0,no
خبير إنترنت خلف ولد سماه دوت كوم ,0,no
واحده اتجوزت نجار بقت تدلعه: يا لوحي,0,no
مره واحد يحاكمة القاضي قال له ليش قتلت الرجل بالسكين قال له ضروفي صعبة لم تساعدني على شراء مسدس .,1,yes
ام اربعه واربعين تاخرت على المدرسه ليش تلبس شراب,0,no
"محشش جالس بالمقهى
قال للجرسون: هات لي واحد قهوه وسط
وأثنين هجوم",0,no
فية محشش يسوق السيارة ومعاة ابوة قالة ابوة : ياولدي لف يمين .. قال المحشش لف انت انا اسوق,1,no
في واحد أخذ نصف حبة منوم نام بعين وحده,0,no
"لماذا قاعد تـتـقـفـز ؟
لأنني نسيت أن أرج الدواء قبل أن أشربه ",0,no
"في واحد اكتشف إنه عنده سيدي فيه فيروسات ... ويش سوى ؟
راح غسل السيدي بالديتول",0,no
غبي نامت ريوله طفى اللمبه,0,no
"
فيه اثنين بدو ....
وواحد مابدا",0,no
 لاعب ألعاب قوى راح للدكتور عشان فيه انفلونزا ... قاس الدكتور الحراره ولقاها 40 درجة ... قام سأله اللاعب : طيب .. وكم الرقم القياسي ؟,0,no
"واحد ركب ليموزين وقال للسواق : "" نادي الشباب .. لو سمحت "" . رد عليه السواق : وأنت ليش ما تناديهم .",0,no
" واحد ملقوف شاف حادث قال وخرو. وخرو المصدوم يقرب لي
طلــع المـصدوم حـمـــار",0,no
صعيدي يبي يتفرج على أفلام وسخه حط الدش في الزباله,1,no
فية واحد شرب قهوة ....نشبت الكراسي في حلقه.,0,no
واحـد شــاف دورة مياه .. راح يـســـجل فيهــا,0,no
منشار عمل رجيم تحول الى سكين,0,no
في واحد قروي قطع اشارة خيطها,0,no
"يوم الفالنتين واحدة دخلت محل كروت وسألته عندك كارت مكتوب عليه
""إلى حبي الوحيد ""
قال لها آه فى منه
قالت له طاب هات لى 12.",1,no
"
مرة إمرأة طلبت من زوجها ساعة ثمينة وكان الرجل وضعه ما كويس قال لزوجته ما معي فلوس.وكل مدة كانت تطلب منه يشتري لها الساعة بس كان يقول لها ما في فلوس. في احد الأيام اجى البيت شاف زوجته معها الساعة. قال لها من وين جبتيها. قالت له بسيطة كثير. رحت الساعاتي أعطيته نصف ساعة فأعطاني ساعة.",1,no
واحد مسطول صاحبه وقع في البير راح يستناه عند الحنفية.,0,no
"واحدة نايمة جنب جوزها
سمعت صوت في الصالة قالت لجوزها قوم شوف يمكن حرامى..
قالها قومي شوفى انتى طب يمكن تكون حرامية",0,no
مرة واحد باكستاني قابل واحد باكستالت,0,no
واحد منحوس خبطته عربية ومات فروحه طلعت خبطتها طيارة,0,no
"مرة اتنين مساطيل قاعدين فالاول بيقول للتاني هو النهاردة السبت ولا الاحد
قام التاني قائل له لا الاتنين ....قام الاول قاله.... جايين مع بعض",0,no
"سأل المعلم التلميذ: إذا كان في جيبك عشرون دينارا ضاعت منك عشرة دنانير فماذا في جيبك؟
أجاب التلميذ: في جيبي ثقب.",0,no
سأل مدرس لغة عربية زوجته : ماذا تعرفين عن النحو والصرف؟ فقالت بمنتهي الذكاء : صرف الراتب علي النحو الذي يرضيني,0,no
"دكتور محشش بيقول لمريض : إنبسط يا عم ،  قريباً جداً إن شاء الله  هاتخرج من المستشفى و تروح لأهلك
المريض قال له  يا دكتور انا أهلي كلهم متوفيين 
قله الدكتور : أنا عارف",1,no
"
الزبون : شوف لي نظارة كويسة 
البائع : تبغى النظارة للشمس ؟
الزبون : لا أبغى النظارة لي أنا",0,no
سألوا محشش : شو نسبة البطالة في الأردن ؟ قال : والله ما بعرف .. بس الأردن كلها أبطال,0,no
في واحد اتصل بمرتوا من الشغل وقلها أنا جاية على البيت سخني المي بسرعة وسكر التلفون قام سمعوا رفيقوا وقالوا: ياهيك الرجال يابلا باينتك فارد شخصيتك تمام ردعليه وقالو: لكن بدك ياني اجلي الجلي بمي باردة,0,no
فيه محشش سؤاله وشلون تصيد الارنب قال اتخبى تحت شجره واقلد صوت الجزر,0,no
اثنين مغطين روسهم ليش ..سمعوا ان امريكا راح تضرب الروس,0,no
"في وحده اسما سهام اندحمت بسياره
راح طار كل سهم بجهة",0,no
"في وحدة راحت تزور قبر زوجها صارت تبكي وتقول .. رهف بدها فستان وعمر بدو بنطلون وعمار بدو بوط
 اجاها بالحلم قلها سوسن انا عند الله مو بالمول.",0,no
‏​​‏​‏​‏​‏​محشش يغسل سيارته سألوه ليش بديت من اللوحة؟ قال: مره غسلت السياره و يوم وصلت للوحة اكتشفت انها مو سيارتي,0,no
"واحد عم يسئل امو. ماما ليش بابا
تركك وتجوز وحده عمره 20
قالتلو بحب الضيق الله يضيق عمرو.",1,no
محشش تقوموه أمه لصلاة الجمعة تقول ياوليدي قم الإمام يخطب قال: زوجوه تراه يصلي.,0,no
فيه دجاجه حاطه صورة بيضه على صدرها ليه؟ صورتها وهي صغيره.,0,no
فيه واحد طاح في بير رموا عليه الحبل وجروه يوم طلع فوق إلا هو ميت الأخ كان رابط الحبل في رقبته.,0,no
فيه قطو يلاحق فار مرو من جنب نمر قام يضحك ويقول يلعن ام حركات الابتدائي.,0,no
رقاصه راحت اسرائيل رجعت حامل قال زوجها ايه ده قالت جبت لك اسير يهودي,1,yes
عائلة أستقبلت شغالة أول ما إستقبلوها راحوا البر قالت ماما هذا كله كنس.,0,no
يقولك الهنود اتفقو انهم يحلون مشكله النكت اللي عليهم راحو قطو كل النكت بالبحر طلعو السمك يضحكون.,1,no
واحد نذل نجحوا عياله شرى لهم كره وقال أذا نجحتوا السنه الجايه .. أنفخها لكم.,0,no
س: ماهو اسرع رجل في العالم ؟ ج: بخيل معزوم للعشاء,0,no
بدوي مسك قميص مصري .. قال له المصري : سبني .. قال البدوي: ألعن أبوك.,1,no
غبي معاه قنبله يدويه بطلها قالوله: راح تنفجر قال: معاي وحده ثانيه.,0,no
فيه واحد محشش كان يسوق السيارة وقف عند نقطة تفتيش قال له العسكري : لو سمحت اوراق السيارة قال المحشش : أي حشيش اللي تتكلم عنه.,1,yes
واحد نسى فياجرا في جيب البنطلون بالغساله ، الصبح شاف خرطوم الغساله واقف.,1,yes
غبي قلب سيارته تكسي يسترزق وهو ماشي يأشرون له تكسي وهو يقول أدري أدري.,0,no
سوداني جالس مع لبنانيات سالوه اللبنانيات ليه جالس مع الورد قالهم والورد مايبيله سماد.,1,no
مطاوعه سألوا واحد : تصلي ؟ قال إيه .. قالوا تصوم ؟ قال إيه .. قالوا تقوم الليل ؟ قال إذا سمعت صجـّه.,0,no
فيه طفل بلع لمبه ليش؟ عشان يكون مستقبله منور.,0,no
واحد كسول جنسيا قرر يتزوج ... تزوج وحده حامل.,1,no
خنيث حصلوه مدخل في فقحته خيارة سئلوه ليش قال اتعالج بالاعشاب.,1,yes
"محشش في اختبار تعبير مطلوب منه 10 صفحات

كتب أول صفحة (ركب الرجل الخيل)

وفي آخر صفحة (نزل الرجل من الخيل)

وكتب بينهم

درقن,, درقن,, درقن,, درقن",0,no
 عجوز تطبخ صالونة وتصيح ليش؟ اللومي الاسود يذكرها بخصيان المرحوم.,1,yes
مطوع داش سباق سيارات فاز ليش؟ حاط ماي زمزم في الراديتر.,1,no
خنيث سألوه تعمل ويش لو فرشولك الارض زبوب قالهم امشي على فقحتي.,1,yes
خمسة زخوا خنيث على مركب قالوله عطنا فلوس او بنيكك! عق محفظته في البحر,1,yes
غبي سألوه من من الانبياء الذي كان يكلم الحيوانات قال ...طرزان.,1,no
 هليكوبتر رابطة سوداني تنزله في البحر وتطلعه ليش؟ دعاية شاي ليبتون.,1,no
الاميره ديانا قامت من القبر وقالت نصيحه :هذي نهاية الي يمشي مع هندي .,1,no
واحد صعيدي قام يفتح التلفزيون آخر الليل تقول له مراته ليش تعمل كدة قال : عشان اشوف المذيعة وهي نائمه.,1,no
سفن آب يجري في الشارع ، وراه هـنديه ليش ؟ تـبـي النقطة الحمراء .,1,no
فيه بدوي سألوه : ليش كسرت كاميرا المرور ؟ قال : يا ولد مصورين أهلي .,0,no
بـقــرة را فعـة ذ يـلها ، لـيـش ؟ ، تسمع الراديو.,0,no
في صعيدي وقف سيارته عند بيت مهجور ليش ؟ عشان تـصير شبح .,0,no
واحد كبر في عيون الناس ضاق الثوب عليه.,0,no
واحد أراد أن يقطع الطريق أخذ معه مقص,0,no
واحد أراد أن يبني مستقبله اشترى أسمنت,0,no
"بخيل بيعدمونة فشنقوه ما مات
سحبو منه درهم مات",0,no
أردني راح يشتغل شوفير تكسي في الصين كل مايأشر له واحد يقول له : ما أنا هسه نزلتك .,1,no
أحول سجل في الجيش .. حطوه في قسم القصف العشوائي,0,no
"غبي دعا ربنا 15 سنة يرزقوا ولد ,أخر شي اجاه وحي بالمنام بقولو ولك اتجوز ..",0,no
"بخيل طلق زوجته وسمع انها ورثت 
اتصل عليها قال انا حامل ",0,no
مرة اردني عند القاضي بسألو ليش دهست 51 رجل جاوبه :كنت سايق شاحنة بسرعة على تقاطع خرب البريك وكان على اليمين زفة عريس وعلى اليسار رجلين .. القاضي: طب ليش ما دهست الرجلين وبعدت عن الزفة… الاردني: أنا هيك (فكرت) دهست الأول والثاني شرد عالزفة فألحقته.,1,no
اردنية حرقت بيت أهلها ليش؟؟؟؟ عشان تشوف خطيبها اللي باالدفاع المدني.,0,no
"نذل مربي كرش ليه ؟؟
بجاكر بمرته لأنها ما بتجيب أولاد",1,no
هاد بحكيلك في مرة وحدة اسمها سنة عملت دايت صار اسمها ٦ اشهر,0,no
مرّة واحد راح ع الامارات حكالهم بما إنه عندكم شيخ زايد اعطونا يّاه.,1,no
مرة وحدة اسمها اسرار وقعت عبت الدنيا فضايح,0,no
"طالب فاشل أهله نقلوه لمدرسة خاصة ومايدرون ان المدرسة مسيحية
بعد شهر جاب ممتاز في المذاكرة استغربوا أهله فسألوه: اش صار؟
قال: أول ما دخلت المدرسة وشفت إنهم معلّقين واحد على خشبة قلت الجماعة ما عندهم مزح",1,no
"الأم: وين زوجك مش شايفاه ؟ البنت برا في الحديقة، ما إحنا اتخانقنا مبارحالأم: بس ما شفته وأنا داخلة!
البنت: آه ما هو لازم تحفري.",1,no
ديك مزكم ليه؟ جامع دجاجه مثلجه,1,yes
لماذا اليهود يخافون من ليلة الدخلة ؟ لأنه يكون أولها حماس .... واخرها فتح,1,yes
مره طفل سال امه : ليش الرقاصه ما ترضع اطفالها ؟ قالت الام : لانها تهز فيتحول الحليب الى لبن رائب ,1,yes
فيه شايب مع عيوز بمطعم وتقوله العيوزاحس بدفا بصدري قالها الشايب يابقره ديودج بالشوربه.,1,yes
بدوي يمشي ويحط صبعة في طيزه سألوه ليش قال باب يجيك منه ريح سدة واستريح.,1,yes
"محشش اشتغل بمحل دهب
اجاه زبون خليجي وقلو : ابي ذهب
رد عليه المحشش : عنجد! وايمتى راجع",0,no
